ITEM;DESTINATARIO_DOACAO;CNPJ_DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
1165;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-22;BARBACENA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1166;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-22;BARBACENA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1167;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-22;BARBACENA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1168;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;AVENTAL;4500;UN;10,9;49050
1169;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;LUVA DESCARTAVEL;21000;UN;0,4;8400
1170;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1171;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1172;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1173;HOSPITAL MUNICIPAL DEPARACATU;18.715.516/0001-88;2020-06-22;PARACATU;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1174;HOSPITAL NOSSA SENHORA DOCARMO;18.715.516/0001-88;2020-06-22;RESPLENDOR;AVENTAL;4500;UN;10,9;49050
1175;HOSPITAL NOSSA SENHORA DOCARMO;18.715.516/0001-88;2020-06-22;RESPLENDOR;LUVA DESCARTAVEL;21000;UN;0,4;8400
1176;HOSPITAL NOSSA SENHORA DOCARMO;18.715.516/0001-88;2020-06-22;RESPLENDOR;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1177;HOSPITAL NOSSA SENHORA DOCARMO;18.715.516/0001-88;2020-06-22;RESPLENDOR;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1178;HOSPITAL NOSSA SENHORA DOCARMO;18.715.516/0001-88;2020-06-22;RESPLENDOR;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1179;HOSPITAL NOSSA SENHORA DOCARMO;18.715.516/0001-88;2020-06-22;RESPLENDOR;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1180;HOSPITAL MUNICIPAL DEJANUÁRIA;18.715.516/0001-88;2020-06-22;JANUARIA;AVENTAL;1500;UN;10,9;16350
1181;HOSPITAL MUNICIPAL SENHORASANTANA;18.715.516/0001-88;2020-06-22;BRASÍLIA DE MINAS;AVENTAL;4500;UN;10,9;49050
1182;HOSPITAL MUNICIPAL SENHORASANTANA;18.715.516/0001-88;2020-06-22;BRASÍLIA DE MINAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1183;HOSPITAL MUNICIPAL SENHORASANTANA;18.715.516/0001-88;2020-06-22;BRASÍLIA DE MINAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1184;HOSPITAL MUNICIPAL SENHORASANTANA;18.715.516/0001-88;2020-06-22;BRASÍLIA DE MINAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1185;HOSPITAL MUNICIPAL SENHORASANTANA;18.715.516/0001-88;2020-06-22;BRASÍLIA DE MINAS;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1186;HOSPITAL MUNICIPAL SENHORASANTANA;18.715.516/0001-88;2020-06-22;BRASÍLIA DE MINAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1187;PREFEITURA DE AGUASFORMOSAS;18.128.207/0001-01;2020-06-22;AGUAS FORMOSAS;AVENTAL;4500;UN;10,9;49050
1188;PREFEITURA DE AGUASFORMOSAS;18.128.207/0001-01;2020-06-22;AGUAS FORMOSAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1189;PREFEITURA DE AGUASFORMOSAS;18.128.207/0001-01;2020-06-22;AGUAS FORMOSAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1190;PREFEITURA DE AGUASFORMOSAS;18.128.207/0001-01;2020-06-22;AGUAS FORMOSAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1191;PREFEITURA DE AGUASFORMOSAS;18.128.207/0001-01;2020-06-22;AGUAS FORMOSAS;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1192;PREFEITURA DE AGUASFORMOSAS;18.128.207/0001-01;2020-06-22;AGUAS FORMOSAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1193;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-23;GOVERNADOR VALADARES;AVENTAL;4500;UN;10,9;49050
1194;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-23;GOVERNADOR VALADARES;LUVA DESCARTAVEL;21000;UN;0,4;8400
1195;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-23;GOVERNADOR VALADARES;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1196;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-23;GOVERNADOR VALADARES;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1197;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-23;GOVERNADOR VALADARES;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1198;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-23;GOVERNADOR VALADARES;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1199;HOSPITAL PHILADÉLFIA;18.715.516/0001-88;2020-06-23;TEÓFILO OTONI;AVENTAL;4500;UN;10,9;49050
1200;HOSPITAL PHILADÉLFIA;18.715.516/0001-88;2020-06-23;TEÓFILO OTONI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1201;HOSPITAL PHILADÉLFIA;18.715.516/0001-88;2020-06-23;TEÓFILO OTONI;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1202;HOSPITAL PHILADÉLFIA;18.715.516/0001-88;2020-06-23;TEÓFILO OTONI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1203;HOSPITAL PHILADÉLFIA;18.715.516/0001-88;2020-06-23;TEÓFILO OTONI;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1204;HOSPITAL PHILADÉLFIA;18.715.516/0001-88;2020-06-23;TEÓFILO OTONI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1205;PREFEITURA DE BRASILIADEMINAS;18.017.442/0001-06;2020-06-23;BRASILIA DE MINAS;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1206;PREFEITURA DE GOVERNADORVALADARES;20.622.890/0001-80;2020-06-23;GOVERNADOR VALADARES;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1207;SANTA CASA DE MISERICORDIA DE BARBACENA;17.082.892/0001-10;2020-06-23;BARBACENA;AVENTAL;4500;UN;10,9;49050
1208;SANTA CASA DE MISERICORDIA DE BARBACENA;17.082.892/0001-10;2020-06-23;BARBACENA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1209;SANTA CASA DE MISERICORDIA DE BARBACENA;17.082.892/0001-10;2020-06-23;BARBACENA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1210;SANTA CASA DE MISERICORDIA DE BARBACENA;17.082.892/0001-10;2020-06-23;BARBACENA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1211;SANTA CASA DE MISERICORDIA DE BARBACENA;17.082.892/0001-10;2020-06-23;BARBACENA;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1212;SANTA CASA DE MISERICORDIA DE BARBACENA;17.082.892/0001-10;2020-06-23;BARBACENA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1213;PREFEITURA DE GUARANESIA;17.900.473/0001-48;2020-06-23;GUARANESIA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1214;PREFEITURA DE MARIADAFE;18.025.957/0001-58;2020-06-23;MARIA DA FE;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1215;HOSPITAL SANTAISABEL/ASSOCIAÇÃO BENEF;18.715.516/0001-88;2020-06-23;UBÁ;AVENTAL;4500;UN;10,9;49050
1216;HOSPITAL SANTAISABEL/ASSOCIAÇÃO BENEF;18.715.516/0001-88;2020-06-23;UBÁ;LUVA DESCARTAVEL;21000;UN;0,4;8400
1217;HOSPITAL SANTAISABEL/ASSOCIAÇÃO BENEF;18.715.516/0001-88;2020-06-23;UBÁ;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1218;HOSPITAL SANTAISABEL/ASSOCIAÇÃO BENEF;18.715.516/0001-88;2020-06-23;UBÁ;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1219;HOSPITAL SANTAISABEL/ASSOCIAÇÃO BENEF;18.715.516/0001-88;2020-06-23;UBÁ;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1220;HOSPITAL SANTAISABEL/ASSOCIAÇÃO BENEF;18.715.516/0001-88;2020-06-23;UBÁ;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1221;PREFEITURA DE BOCAIUVA;18.803.072/0001-32;2020-06-23;BOCAIUVA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1222;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-23;CRUZILIA;AVENTAL;4500;UN;10,9;49050
1223;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-23;CRUZILIA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1224;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-23;CRUZILIA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1225;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-23;CRUZILIA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1226;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-23;CRUZILIA;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1227;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-23;CRUZILIA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1228;PREFEITURA DE BOCAIUVA;18.803.072/0001-32;2020-06-23;BOCAIUVA;AVENTAL;4500;UN;10,9;49050
1229;PREFEITURA DE BOCAIUVA;18.803.072/0001-32;2020-06-23;BOCAIUVA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1230;PREFEITURA DE BOCAIUVA;18.803.072/0001-32;2020-06-23;BOCAIUVA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1231;PREFEITURA DE BOCAIUVA;18.803.072/0001-32;2020-06-23;BOCAIUVA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1232;PREFEITURA DE BOCAIUVA;18.803.072/0001-32;2020-06-23;BOCAIUVA;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1233;PREFEITURA DE BOCAIUVA;18.803.072/0001-32;2020-06-23;BOCAIUVA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1234;SANTA CASA DE CARIDADE DIAMANTINA;18.715.516/0001-88;2020-06-23;DIAMANTINA;AVENTAL;4500;UN;10,9;49050
1235;SANTA CASA DE CARIDADE DIAMANTINA;18.715.516/0001-88;2020-06-23;DIAMANTINA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1236;SANTA CASA DE CARIDADE DIAMANTINA;18.715.516/0001-88;2020-06-23;DIAMANTINA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1237;SANTA CASA DE CARIDADE DIAMANTINA;18.715.516/0001-88;2020-06-23;DIAMANTINA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1238;SANTA CASA DE CARIDADE DIAMANTINA;18.715.516/0001-88;2020-06-23;DIAMANTINA;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1239;SANTA CASA DE CARIDADE DIAMANTINA;18.715.516/0001-88;2020-06-23;DIAMANTINA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1240;PREFEITURA DE FRUTAL;18.449.132/0001-60;2020-06-23;FRUTAL;AVENTAL;4500;UN;10,9;49050
1241;PREFEITURA DE FRUTAL;18.449.132/0001-60;2020-06-23;FRUTAL;LUVA DESCARTAVEL;21000;UN;0,4;8400
1242;PREFEITURA DE FRUTAL;18.449.132/0001-60;2020-06-23;FRUTAL;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1243;PREFEITURA DE FRUTAL;18.449.132/0001-60;2020-06-23;FRUTAL;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1244;PREFEITURA DE FRUTAL;18.449.132/0001-60;2020-06-23;FRUTAL;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1245;PREFEITURA DE FRUTAL;18.449.132/0001-60;2020-06-23;FRUTAL;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1246;PREFEITURA DE  FRUTA DE LEITE;01.612.483/0001-48;2020-06-23;FRUTA DE LEITE;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1247;SANTA CASA DE MISERICORDIA DE ARAGUARI;18.715.516/0001-88;2020-06-23;ARAGUARI;AVENTAL;4500;UN;10,9;49050
1248;SANTA CASA DE MISERICORDIA DE ARAGUARI;18.715.516/0001-88;2020-06-23;ARAGUARI;LUVA DESCARTAVEL;21000;UN;0,4;8400
1249;SANTA CASA DE MISERICORDIA DE ARAGUARI;18.715.516/0001-88;2020-06-23;ARAGUARI;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1250;SANTA CASA DE MISERICORDIA DE ARAGUARI;18.715.516/0001-88;2020-06-23;ARAGUARI;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1251;SANTA CASA DE MISERICORDIA DE ARAGUARI;18.715.516/0001-88;2020-06-23;ARAGUARI;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1252;SANTA CASA DE MISERICORDIA DE ARAGUARI;18.715.516/0001-88;2020-06-23;ARAGUARI;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1253;PREFEITURA DE PIEDADEDEPONTENOVA;18.316.257/0001-12;2020-06-24;PIEDADE DE PONTE NOVA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1254;PREFEITURA DE INIMUTABA;17.694.860/0001-75;2020-06-24;INIMUTABA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1255;PREFEITURA DE MACHADO;18.242.784/0001-20;2020-06-24;MACHADO;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1256;PREFEITURA DE BRASPIRES;18.128.272/0001-37;2020-06-24;BRAS PIRES;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1257;PREFEITURA DE MARTINS SOARES;01.615.420/0001-45;2020-06-24;MARTINS SOARES;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1258;PREFEITURA DE FRANCISCOBADARO;18.051.524/0001-77;2020-06-24;FRANCISCO BADARO;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1259;PREFEITURA DE ITAOBIM;18.414.573/0001-27;2020-06-24;ITAOBIM;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1260;PREFEITURA DE CARMOPOLISDEMINAS;18.312.983/0001-67;2020-06-24;CARMOPOLIS DE MINAS;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1261;PREFEITURA DE JANUARIA;21.461.546/0001-10;2020-06-24;JANUARIA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1262;HOSPITAL MUNICIPAL DEIPATINGA;18.715.516/0001-88;2020-06-24;IPATINGA;AVENTAL;4500;UN;10,9;49050
1263;HOSPITAL MUNICIPAL DEIPATINGA;18.715.516/0001-88;2020-06-24;IPATINGA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1264;HOSPITAL MUNICIPAL DEIPATINGA;18.715.516/0001-88;2020-06-24;IPATINGA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1265;HOSPITAL MUNICIPAL DEIPATINGA;18.715.516/0001-88;2020-06-24;IPATINGA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1266;HOSPITAL MUNICIPAL DEIPATINGA;18.715.516/0001-88;2020-06-24;IPATINGA;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1267;HOSPITAL MUNICIPAL DEIPATINGA;18.715.516/0001-88;2020-06-24;IPATINGA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1268;PREFEITURA DE ITACARAMBI;18.283.101/0001-82;2020-06-24;ITACARAMBI;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1269;PREFEITURA DE ANDRADAS;01.614.685/0001-29;2020-06-24;ANDRADAS;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1270;PREFEITURA DE ITAPECERICA;18.308.742/0001-44;2020-06-24;ITAPECERICA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1271;PREFEITURA DE ITAMBACURI;18.404.855/0001-43;2020-06-24;ITAMBACURI;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1272;PREFEITURA DE PADREPARAISO;18.404.764/0001-08;2020-06-24;PADRE PARAISO;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1273;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-24;BARBACENA;AVENTAL;4500;UN;10,9;49050
1274;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-24;BARBACENA;LUVA DESCARTAVEL;21000;UN;0,4;8400
1275;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-24;BARBACENA;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1276;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-24;BARBACENA;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1277;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-24;BARBACENA;OCULOS DE PROTECAO DOAC 3,60;600;UN;3,6;2160
1278;PREFEITURA DE BARBACENA;17.095.043/0001-09;2020-06-24;BARBACENA;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1279;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1280;PREFEITURA DE CARAI;18.404.848/0001-41;2020-06-24;CARAI;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1281;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;AVENTAL;100;UN;10,9;1090
1282;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;LUVA DESCARTAVEL;21000;UN;0,4;8400
1283;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1284;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;MASCARA DESCARTAVEL N95;1000;UN;13;13000
1285;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;OCULOS DE PROTECAO DOAC 3,60;120;UN;3,6;432
1286;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;OCULOS DE PROTECAO DOAC 9,10;280;UN;9,1;2548
1287;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-06-24;RIBEIRAO DAS NEVES;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1288;PREFEITURA DE JOSE GONCALVES DE MINAS;01.613.372/0001-56;2020-06-24;JOSE GONÇALVES DE MINAS;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1289;PREFEITURA DE BUGRE;01.613.126/0001-02;2020-06-24;BUGRE;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1290;PREFEITURA DE CRUCILANDIA;18.313.007/0001-29;2020-06-24;CRUCILÂNDIA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1291;PREFEITURA DE ITAGUARA;18.313.015/0001-75;2020-06-24;ITAGUARA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1292;PREFEITURA DE NOVASERRANA;18.291.385/0001-59;2020-06-24;NOVA SERRANA;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1293;PREFEITURA DE ICARAIDEMINAS;25.224.304/0001-63;2020-06-24;ICARAI DE MINAS;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1294;PREFEITURA DE COUTODEMAGALHAESDEMINA;17.754.177/0001-86;2020-06-24;COUTO DE MAGALHAES DE MINAS;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1295;PREFEITURA DE NOVOCRUZEIRO;18.404.889/0001-38;2020-06-24;NOVO CRUZEIRO;MASCARA RETAS CORES DIVERSAS;1800;UN;2,4;4320
1296;PREFEITURA DE IGARAPE;18.715.474/0001-85;2020-06-24;IGARAPE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1297;PREFEITURA DE JUATUBA;64.487.614/0001-22;2020-06-24;JUATUBA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1298;PREFEITURA DE SAOJOSEDOJACURI;18.409.201/0001-02;2020-06-24;SAO JOSE DO JACURI;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1299;HOSPITAL BOMJESUSDECONGONHAS;18.715.516/0001-88;2020-06-24;CONGONHAS;AVENTAL;4500;UN;10,9;49050
1300;HOSPITAL BOMJESUSDECONGONHAS;18.715.516/0001-88;2020-06-24;CONGONHAS;LUVA DESCARTAVEL;21000;UN;0,4;8400
1301;HOSPITAL BOMJESUSDECONGONHAS;18.715.516/0001-88;2020-06-24;CONGONHAS;MASCARA DE PROTECAO FACE SHIELD;400;UN;3,6;1440
1302;HOSPITAL BOMJESUSDECONGONHAS;18.715.516/0001-88;2020-06-24;CONGONHAS;MASCARA DESCARTAVEL N95;3000;UN;13;39000
1303;HOSPITAL BOMJESUSDECONGONHAS;18.715.516/0001-88;2020-06-24;CONGONHAS;OCULOS DE PROTECAO DOAC 9,10;600;UN;9,1;5460
1304;HOSPITAL BOMJESUSDECONGONHAS;18.715.516/0001-88;2020-06-24;CONGONHAS;TOUCA DESCARTAVEL;9000;UN;0,27;2430
1305;PREFEITURA DE FRANCISCOSA;22.681.423/0001-57;2020-06-24;FRANCISCO SA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1306;PREFEITURA DE CACHOEIRADAPRATA;25.004.532/0001-28;2020-06-24;CACHOEIRA DA PRATA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1307;PREFEITURA DE BARAODECOCAIS;18.317.685/0001-60;2020-06-24;BARAO DE COCAIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1308;PREFEITURA DE LAVRAS;18.244.376/0001-07;2020-06-24;LAVRAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1309;PREFEITURA DE OUROPRETO;18.295.295/0001-36;2020-06-24;OURO PRETO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1310;PREFEITURA DE OLIVEIRA;16.854.531/0001-81;2020-06-24;OLIVEIRA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1311;PREFEITURA DE CAETE;18.302.299/0001-02;2020-06-24;CAETE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1312;PREFEITURA DE ESMERALDAS;18.715.466/0001-39;2020-06-24;ESMERALDAS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1313;PREFEITURA DE CAPARAO;18.114.249/0001-93;2020-06-24;CAPARAO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1314;PREFEITURA DE CATUTI;01.612.502/0001-36;2020-06-24;CATUTI;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1315;PREFEITURA DE ALMENARA;18.316.281/0001-51;2020-06-24;ALMENARA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1316;PREFEITURA DE SAOJOAOEVANGELISTA;18.307.488/0001-60;2020-06-24;SAO JOAO EVANGELISTA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1317;PREFEITURA DE MARIO CAMPOS;01.612.508/0001-03;2020-06-24;MARIO CAMPOS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1318;PREFEITURA DE RIACHODOSMACHADOS;16.925.208/0001-51;2020-06-24;RIACHO DOS MACHADOS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1319;PREFEITURA DE ESPINOSA;18.650.952/0001-16;2020-06-24;ESPINOSA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1320;PREFEITURA DE MONTEFORMOSO;01.615.007/0001-80;2020-06-24;MONTE FORMOSO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1321;PREFEITURA DE ITANHANDU;18.186.718/0001-80;2020-06-25;ITANHANDU;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1322;PREFEITURA DE FRANCISCODUMONT;16.885.485/0001-88;2020-06-25;FRANCISCO DUMONT;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1323;PREFEITURA DE BUENOBRANDAO;18.940.098/0001-22;2020-06-25;BUENO BRANDAO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1324;PREFEITURA DE ESPIRITOSANTODODOURADO;18.675.900/0001-02;2020-06-25;ESPIRITO SANTO DO DOURADO;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1325;PREFEITURA DE DIVINOPOLIS;18.291.351/0001-64;2020-06-25;DIVINOPOLIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1326;PREFEITURA DE PINTOPOLIS;01.612.481/0001-59;2020-06-25;PINTOPOLIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1327;PREFEITURA DE CORONELXAVIERCHAVES;18.557.546/0001-03;2020-06-25;CORONEL XAVIER CHAVES;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1328;PREFEITURA DE DIVISOPOLIS;66.234.311/0001-23;2020-06-25;DIVISOPOLIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1329;PREFEITURA DE TAPARUBA;01.616.741/0001-64;2020-06-25;TAPARUBA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1330;PREFEITURA DE CARVALHOPOLIS;18.242.800/0001-84;2020-06-25;CARVALHOPOLIS;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1331;HOSPITAL EMATERNIDADEVITALBRAZIL;18.715.516/0001-88;2020-06-25;TIMÓTEO;AVENTAL;2700;UN;10,9;29430
1332;HOSPITAL EMATERNIDADEVITALBRAZIL;18.715.516/0001-88;2020-06-25;TIMÓTEO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1333;PREFEITURA DE CANAVERDE;18.244.426/0001-56;2020-06-25;CANA VERDE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1334;PREFEITURA DE CONCEICAODOPARA;18.315.200/0001-07;2020-06-25;CONCEIÇAO DO PARA;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
